sr_id,subscriber_id,circle,circle_code,product,sr_category,sr_subcategory,channel,raised_date,sla_days,resolution_days,resolved_date,sla_breach_flag,reopened_flag,status,csat_score
SR300004247,JIO10015879,Kerala,KL,Wireless,Device,SIM replacement,MyJio app,2026-04-18 00:00:00,4,3,2026-04-21 00:00:00,FALSE,FALSE,Closed,1
SR300005644,JIO10041938,Maharashtra & Goa,MH,Wireless,Network,No coverage,WhatsApp,2026-06-07 00:00:00,3,5.1,2026-06-12 02:24:00,TRUE,FALSE,Closed,1
SR300008721,JIO10008205,Mumbai,MU,Wireless,Billing,Incorrect charge,MyJio app,2026-05-18 00:00:00,5,4.9,2026-05-22 21:36:00,FALSE,TRUE,Closed,2
SR300001092,JIO10004794,Uttar Pradesh East,UPE,Wireless,Network,No coverage,Call centre,2026-08-29 00:00:00,3,,,TRUE,FALSE,Open,
SR300000519,JIO10009926,Kerala,KL,Wireless,Billing,Incorrect charge,MyJio app,2026-08-10 00:00:00,5,9.2,2026-08-19 04:48:00,TRUE,FALSE,Closed,4
SR300005214,JIO10034524,Maharashtra & Goa,MH,Wireless,Billing,Plan mismatch,MyJio app,2026-05-13 00:00:00,5,4,2026-05-17 00:00:00,FALSE,TRUE,Closed,2
SR300005701,JIO10052976,Assam,AS,Wireless,Billing,Incorrect charge,Call centre,2026-04-09 00:00:00,5,5.2,2026-04-14 04:48:00,TRUE,FALSE,Closed,1
SR300012676,JIO10039529,Gujarat,GJ,Wireless,Network,No coverage,Retail store,2026-04-17 00:00:00,3,1.1,2026-04-18 02:24:00,FALSE,FALSE,Closed,2
SR300011057,JIO10024492,Bihar & Jharkhand,BH,Wireless,Network,No coverage,MyJio app,2026-08-15 00:00:00,3,11.2,2026-08-26 04:48:00,TRUE,FALSE,Closed,2
SR300014022,JIO10055953,Rajasthan,RJ,Wireless,Device,eSIM activation,Call centre,2026-08-30 00:00:00,4,6,2026-09-05 00:00:00,TRUE,FALSE,Closed,4
SR300008690,JIO10019377,Assam,AS,Wireless,Billing,Refund pending,Call centre,2026-06-30 00:00:00,5,1.2,2026-07-01 04:48:00,FALSE,FALSE,Closed,5
SR300009714,JIO10041119,Karnataka,KA,Wireless,Billing,Refund pending,MyJio app,2026-08-12 00:00:00,5,1.9,2026-08-13 21:36:00,FALSE,FALSE,Closed,5
SR300007353,JIO10011743,Uttar Pradesh East,UPE,Wireless,Billing,Plan mismatch,Call centre,2026-04-21 00:00:00,5,3,2026-04-24 00:00:00,FALSE,FALSE,Closed,1
SR300011076,JIO10033816,Tamil Nadu,TN,Wireless,Service,Port-out enquiry,MyJio app,2026-04-15 00:00:00,4,4.3,2026-04-19 07:12:00,TRUE,FALSE,Closed,2
SR300003862,JIO10037971,Kerala,KL,Wireless,Billing,Recharge not credited,Call centre,2026-06-02 00:00:00,5,4,2026-06-06 00:00:00,FALSE,TRUE,Closed,4
SR300013873,JIO10043209,Mumbai,MU,Wireless,Billing,Recharge not credited,MyJio app,2026-05-25 00:00:00,5,2.8,2026-05-27 19:12:00,FALSE,FALSE,Closed,1
SR300007953,JIO10009508,Maharashtra & Goa,MH,Wireless,Service,Plan change request,MyJio app,2026-04-06 00:00:00,4,5.1,2026-04-11 02:24:00,TRUE,FALSE,Closed,1
SR300002458,JIO10017554,Assam,AS,Wireless,Service,Plan change request,MyJio app,2026-08-28 00:00:00,4,1.7,2026-08-29 16:48:00,FALSE,FALSE,Closed,4
SR300004652,JIO10039381,Uttar Pradesh West,UPW,Wireless,Network,No coverage,MyJio app,2026-04-19 00:00:00,3,2,2026-04-21 00:00:00,FALSE,FALSE,Closed,5
SR300004717,JIO10018382,Odisha,OR,Wireless,Network,Call drop,MyJio app,2026-04-11 00:00:00,3,2.6,2026-04-13 14:24:00,FALSE,TRUE,Closed,1
SR300002953,JIO10055781,Kerala,KL,Wireless,Network,Call drop,Call centre,2026-04-22 00:00:00,3,8,2026-04-30 00:00:00,TRUE,FALSE,Closed,4
SR300008429,JIO10012836,Gujarat,GJ,JioFiber,Provisioning,Installation delay,Web,2026-08-24 00:00:00,7,11.2,2026-09-04 04:48:00,TRUE,FALSE,Closed,4
SR300005823,JIO10026902,Kolkata,KO,Wireless,Device,eSIM activation,Call centre,2026-03-12 00:00:00,4,2.7,2026-03-14 16:48:00,FALSE,FALSE,Closed,3
SR300003951,JIO10026532,Gujarat,GJ,Wireless,Service,Plan change request,MyJio app,2026-07-10 00:00:00,4,2.5,2026-07-12 12:00:00,FALSE,TRUE,Closed,1
SR300007863,JIO10026772,Bihar & Jharkhand,BH,Wireless,Network,5G not available,Web,2026-06-25 00:00:00,3,3,2026-06-28 00:00:00,FALSE,FALSE,Closed,2
SR300011633,JIO10003320,Bihar & Jharkhand,BH,Wireless,Network,5G not available,MyJio app,2026-03-23 00:00:00,3,2.3,2026-03-25 07:12:00,FALSE,FALSE,Closed,2
SR300013537,JIO10043288,Assam,AS,Wireless,Service,Value added service,MyJio app,2026-03-08 00:00:00,4,,,TRUE,FALSE,Open,
SR300008470,JIO10014400,Gujarat,GJ,Wireless,Network,Call drop,Web,2026-07-08 00:00:00,3,6.5,2026-07-14 12:00:00,TRUE,FALSE,Closed,1
SR300009222,JIO10000856,Kerala,KL,Wireless,Network,No coverage,MyJio app,2026-05-30 00:00:00,3,15.5,2026-06-14 12:00:00,TRUE,FALSE,Closed,1
SR300006382,JIO10016761,Uttar Pradesh East,UPE,Wireless,Billing,Recharge not credited,WhatsApp,2026-03-13 00:00:00,5,4.8,2026-03-17 19:12:00,FALSE,FALSE,Closed,2
SR300007103,JIO10026681,Andhra Pradesh & Telangana,AP,JioAirFiber,Provisioning,Relocation pending,Call centre,2026-06-12 00:00:00,7,11.2,2026-06-23 04:48:00,TRUE,FALSE,Closed,2
SR300004850,JIO10062275,Odisha,OR,Wireless,Network,5G not available,MyJio app,2026-07-02 00:00:00,3,,,TRUE,FALSE,Open,
SR300012778,JIO10060849,Tamil Nadu,TN,Wireless,Network,Slow data,Web,2026-05-16 00:00:00,3,2,2026-05-18 00:00:00,FALSE,FALSE,Closed,3
SR300012508,JIO10030076,Bihar & Jharkhand,BH,JioFiber,Device,Router fault,MyJio app,2026-06-24 00:00:00,4,3.3,2026-06-27 07:12:00,FALSE,FALSE,Closed,3
SR300014068,JIO10059093,Andhra Pradesh & Telangana,AP,Wireless,Billing,Incorrect charge,MyJio app,2026-05-15 00:00:00,5,9.7,2026-05-24 16:48:00,TRUE,FALSE,Closed,5
SR300008905,JIO10054588,Rajasthan,RJ,JioAirFiber,Provisioning,Relocation pending,Call centre,2026-04-16 00:00:00,7,2.8,2026-04-18 19:12:00,FALSE,FALSE,Closed,5
SR300000067,JIO10062007,Gujarat,GJ,Wireless,Billing,Recharge not credited,MyJio app,2026-07-04 00:00:00,5,,,TRUE,FALSE,Open,
SR300009012,JIO10012590,Odisha,OR,Wireless,Network,5G not available,MyJio app,2026-03-24 00:00:00,3,4.5,2026-03-28 12:00:00,TRUE,FALSE,Closed,5
SR300013502,JIO10020223,Rajasthan,RJ,Wireless,Provisioning,Activation failure,Call centre,2026-06-25 00:00:00,7,7.8,2026-07-02 19:12:00,TRUE,FALSE,Closed,5
SR300005199,JIO10027102,West Bengal,WB,Wireless,Service,Value added service,MyJio app,2026-07-23 00:00:00,4,1.1,2026-07-24 02:24:00,FALSE,FALSE,Closed,2
SR300005398,JIO10011701,Uttar Pradesh East,UPE,JioFiber,Provisioning,Installation delay,Call centre,2026-06-06 00:00:00,7,3.5,2026-06-09 12:00:00,FALSE,TRUE,Closed,1
SR300004874,JIO10007643,Uttar Pradesh West,UPW,Wireless,Billing,Refund pending,MyJio app,2026-05-15 00:00:00,5,4.6,2026-05-19 14:24:00,FALSE,FALSE,Closed,5
SR300012388,JIO10007008,Madhya Pradesh & Chhattisgarh,MP,Wireless,Billing,Refund pending,MyJio app,2026-03-27 00:00:00,5,,,TRUE,TRUE,Open,
SR300013325,JIO10056131,Himachal Pradesh,HP,Wireless,Network,No coverage,Web,2026-06-24 00:00:00,3,8.7,2026-07-02 16:48:00,TRUE,FALSE,Closed,4
SR300009130,JIO10036821,Maharashtra & Goa,MH,Wireless,Service,Plan change request,Call centre,2026-05-09 00:00:00,4,3.3,2026-05-12 07:12:00,FALSE,FALSE,Closed,1
SR300000212,JIO10047930,Bihar & Jharkhand,BH,Wireless,Network,Slow data,MyJio app,2026-07-19 00:00:00,3,1.2,2026-07-20 04:48:00,FALSE,FALSE,Closed,4
SR300005134,JIO10047119,Madhya Pradesh & Chhattisgarh,MP,Wireless,Network,Call drop,MyJio app,2026-08-01 00:00:00,3,,,TRUE,FALSE,Open,
SR300002209,JIO10062269,Mumbai,MU,Wireless,Network,Slow data,MyJio app,2026-08-15 00:00:00,3,1.9,2026-08-16 21:36:00,FALSE,TRUE,Closed,2
SR300000857,JIO10003388,Maharashtra & Goa,MH,Wireless,Network,Call drop,Web,2026-07-20 00:00:00,3,5.8,2026-07-25 19:12:00,TRUE,FALSE,Closed,3
SR300009141,JIO10057136,Madhya Pradesh & Chhattisgarh,MP,JioAirFiber,Device,Router fault,Retail store,2026-08-21 00:00:00,4,2.1,2026-08-23 02:24:00,FALSE,TRUE,Closed,2
SR300012601,JIO10054228,Karnataka,KA,JioAirFiber,Provisioning,Installation delay,MyJio app,2026-05-20 00:00:00,7,1,2026-05-21 00:00:00,FALSE,FALSE,Closed,4
SR300001434,JIO10003570,Haryana,HR,Wireless,Billing,Refund pending,MyJio app,2026-05-29 00:00:00,5,6.2,2026-06-04 04:48:00,TRUE,FALSE,Closed,2
SR300005515,JIO10052273,Mumbai,MU,JioFiber,Device,Router fault,WhatsApp,2026-08-08 00:00:00,4,6.5,2026-08-14 12:00:00,TRUE,FALSE,Closed,3
SR300009448,JIO10061092,Bihar & Jharkhand,BH,Wireless,Network,Call drop,Call centre,2026-06-18 00:00:00,3,1.1,2026-06-19 02:24:00,FALSE,FALSE,Closed,4
SR300013559,JIO10018097,Mumbai,MU,Wireless,Network,Slow data,Call centre,2026-07-01 00:00:00,3,,,TRUE,FALSE,Open,
SR300005006,JIO10000826,Andhra Pradesh & Telangana,AP,Wireless,Network,No coverage,Retail store,2026-04-06 00:00:00,3,2.8,2026-04-08 19:12:00,FALSE,FALSE,Closed,4
SR300012037,JIO10005463,Mumbai,MU,JioFiber,Device,Router fault,MyJio app,2026-05-10 00:00:00,4,2.2,2026-05-12 04:48:00,FALSE,FALSE,Closed,4
SR300001360,JIO10064647,Rajasthan,RJ,Wireless,Billing,Plan mismatch,MyJio app,2026-05-12 00:00:00,5,2.9,2026-05-14 21:36:00,FALSE,FALSE,Closed,3
SR300006378,JIO10013878,Delhi NCR,DL,Wireless,Billing,Plan mismatch,Retail store,2026-08-13 00:00:00,5,5.1,2026-08-18 02:24:00,TRUE,FALSE,Closed,2
SR300002496,JIO10038353,Uttar Pradesh East,UPE,JioAirFiber,Provisioning,Engineer no-show,Call centre,2026-08-08 00:00:00,7,36.3,2026-09-13 07:12:00,TRUE,TRUE,Closed,1
SR300009375,JIO10014483,Haryana,HR,Wireless,Provisioning,Activation failure,Call centre,2026-07-22 00:00:00,7,20.4,2026-08-11 09:36:00,TRUE,FALSE,Closed,3
SR300002365,JIO10058250,Odisha,OR,Wireless,Provisioning,Activation failure,Call centre,2026-08-10 00:00:00,7,,,TRUE,TRUE,Open,
SR300003375,JIO10010850,Uttar Pradesh East,UPE,Wireless,Network,No coverage,MyJio app,2026-04-13 00:00:00,3,7.6,2026-04-20 14:24:00,TRUE,FALSE,Closed,1
SR300002972,JIO10055907,Delhi NCR,DL,Wireless,Network,5G not available,MyJio app,2026-08-10 00:00:00,3,0.5,2026-08-10 12:00:00,FALSE,FALSE,Closed,2
SR300002916,JIO10012784,Karnataka,KA,JioAirFiber,Provisioning,Engineer no-show,MyJio app,2026-06-26 00:00:00,7,,,TRUE,FALSE,Open,
SR300011300,JIO10014117,Gujarat,GJ,JioFiber,Provisioning,Engineer no-show,MyJio app,2026-04-02 00:00:00,7,2.2,2026-04-04 04:48:00,FALSE,TRUE,Closed,2
SR300011073,JIO10020807,Karnataka,KA,Wireless,Billing,Refund pending,MyJio app,2026-07-01 00:00:00,5,0.9,2026-07-01 21:36:00,FALSE,TRUE,Closed,4
SR300000453,JIO10028230,Karnataka,KA,Wireless,Network,5G not available,Call centre,2026-03-18 00:00:00,3,2.1,2026-03-20 02:24:00,FALSE,FALSE,Closed,2
SR300004442,JIO10059667,Odisha,OR,Wireless,Device,eSIM activation,Web,2026-05-31 00:00:00,4,0.6,2026-05-31 14:24:00,FALSE,FALSE,Closed,4
SR300007988,JIO10036224,Kolkata,KO,Wireless,Billing,Recharge not credited,MyJio app,2026-04-08 00:00:00,5,6.3,2026-04-14 07:12:00,TRUE,FALSE,Closed,5
SR300013839,JIO10058778,Bihar & Jharkhand,BH,Wireless,Network,Slow data,MyJio app,2026-07-22 00:00:00,3,7,2026-07-29 00:00:00,TRUE,FALSE,Closed,1
SR300002682,JIO10001154,Madhya Pradesh & Chhattisgarh,MP,Wireless,Network,No coverage,MyJio app,2026-05-23 00:00:00,3,2.2,2026-05-25 04:48:00,FALSE,FALSE,Closed,4
SR300000736,JIO10000565,Rajasthan,RJ,Wireless,Network,Call drop,WhatsApp,2026-08-28 00:00:00,3,5,2026-09-02 00:00:00,TRUE,FALSE,Closed,4
SR300005040,JIO10026938,Bihar & Jharkhand,BH,Wireless,Billing,Plan mismatch,Call centre,2026-07-26 00:00:00,5,,,TRUE,FALSE,Open,
SR300005092,JIO10044961,Kerala,KL,Wireless,Network,No coverage,Retail store,2026-05-22 00:00:00,3,5.4,2026-05-27 09:36:00,TRUE,FALSE,Closed,5
SR300012496,JIO10001447,Himachal Pradesh,HP,Wireless,Device,eSIM activation,Web,2026-03-10 00:00:00,4,0.2,2026-03-10 04:48:00,FALSE,FALSE,Closed,1
SR300005331,JIO10055925,Bihar & Jharkhand,BH,Wireless,Service,Value added service,WhatsApp,2026-08-16 00:00:00,4,2.3,2026-08-18 07:12:00,FALSE,FALSE,Closed,4
SR300008915,JIO10016380,Jammu & Kashmir,JK,Wireless,Network,Call drop,MyJio app,2026-04-02 00:00:00,3,3.3,2026-04-05 07:12:00,TRUE,FALSE,Closed,2
SR300005148,JIO10055070,Andhra Pradesh & Telangana,AP,JioFiber,Provisioning,Relocation pending,Web,2026-05-20 00:00:00,7,,,TRUE,FALSE,Open,
SR300002443,JIO10006181,Gujarat,GJ,Wireless,Device,eSIM activation,Call centre,2026-08-28 00:00:00,4,4.3,2026-09-01 07:12:00,TRUE,FALSE,Closed,1
SR300002761,JIO10044818,Assam,AS,Wireless,Provisioning,Activation failure,Call centre,2026-06-30 00:00:00,7,0.9,2026-06-30 21:36:00,FALSE,FALSE,Closed,5
SR300012716,JIO10044215,Kerala,KL,Wireless,Device,eSIM activation,Retail store,2026-05-04 00:00:00,4,1.7,2026-05-05 16:48:00,FALSE,FALSE,Closed,3
SR300006700,JIO10017501,Haryana,HR,Wireless,Network,Call drop,MyJio app,2026-06-11 00:00:00,3,4.5,2026-06-15 12:00:00,TRUE,FALSE,Closed,4
SR300013889,JIO10012564,Gujarat,GJ,Wireless,Billing,Incorrect charge,MyJio app,2026-03-27 00:00:00,5,0.9,2026-03-27 21:36:00,FALSE,FALSE,Closed,4
SR300008097,JIO10011006,Andhra Pradesh & Telangana,AP,Wireless,Service,Port-out enquiry,MyJio app,2026-04-23 00:00:00,4,0.8,2026-04-23 19:12:00,FALSE,FALSE,Closed,3
SR300011834,JIO10003505,Haryana,HR,Wireless,Service,Port-out enquiry,Call centre,2026-07-18 00:00:00,4,,,TRUE,FALSE,Open,
SR300009710,JIO10031629,Madhya Pradesh & Chhattisgarh,MP,Wireless,Network,5G not available,MyJio app,2026-07-21 00:00:00,3,1.1,2026-07-22 02:24:00,FALSE,TRUE,Closed,4
SR300008613,JIO10016500,North East,NE,Wireless,Device,eSIM activation,MyJio app,2026-04-10 00:00:00,4,6.1,2026-04-16 02:24:00,TRUE,FALSE,Closed,5
SR300006590,JIO10005190,Andhra Pradesh & Telangana,AP,JioAirFiber,Provisioning,Relocation pending,WhatsApp,2026-06-19 00:00:00,7,,,TRUE,FALSE,Open,
SR300005923,JIO10062575,Uttar Pradesh East,UPE,Wireless,Billing,Incorrect charge,Web,2026-08-12 00:00:00,5,3.2,2026-08-15 04:48:00,FALSE,FALSE,Closed,3
SR300007525,JIO10013989,Assam,AS,Wireless,Service,Value added service,Call centre,2026-05-31 00:00:00,4,3.1,2026-06-03 02:24:00,FALSE,FALSE,Closed,3
SR300003359,JIO10049341,Gujarat,GJ,JioFiber,Provisioning,Engineer no-show,WhatsApp,2026-05-26 00:00:00,7,9,2026-06-04 00:00:00,TRUE,FALSE,Closed,5
SR300006998,JIO10059558,Gujarat,GJ,Wireless,Billing,Plan mismatch,Retail store,2026-03-05 00:00:00,5,3.1,2026-03-08 02:24:00,FALSE,FALSE,Closed,1
SR300005065,JIO10057539,Rajasthan,RJ,Wireless,Service,Value added service,MyJio app,2026-03-22 00:00:00,4,3,2026-03-25 00:00:00,FALSE,FALSE,Closed,2
SR300007215,JIO10050823,Karnataka,KA,Wireless,Provisioning,Activation failure,Web,2026-07-11 00:00:00,7,3.9,2026-07-14 21:36:00,FALSE,FALSE,Closed,4
SR300011843,JIO10007352,Rajasthan,RJ,Wireless,Billing,Incorrect charge,WhatsApp,2026-03-13 00:00:00,5,6.4,2026-03-19 09:36:00,TRUE,FALSE,Closed,5
SR300005221,JIO10031402,Tamil Nadu,TN,Wireless,Billing,Plan mismatch,MyJio app,2026-05-04 00:00:00,5,4.7,2026-05-08 16:48:00,FALSE,FALSE,Closed,1
SR300006973,JIO10035985,Punjab,PB,Wireless,Provisioning,Activation failure,WhatsApp,2026-08-12 00:00:00,7,,,TRUE,FALSE,Open,
SR300009336,JIO10054057,Maharashtra & Goa,MH,Wireless,Billing,Plan mismatch,Call centre,2026-05-20 00:00:00,5,,,TRUE,FALSE,Open,
SR300005758,JIO10049230,Uttar Pradesh East,UPE,Wireless,Network,5G not available,MyJio app,2026-06-18 00:00:00,3,8.1,2026-06-26 02:24:00,TRUE,FALSE,Closed,4
SR300007962,JIO10009865,Gujarat,GJ,Wireless,Network,No coverage,Retail store,2026-07-17 00:00:00,3,1.8,2026-07-18 19:12:00,FALSE,FALSE,Closed,2
SR300006066,JIO10039970,Andhra Pradesh & Telangana,AP,Wireless,Billing,Recharge not credited,MyJio app,2026-04-18 00:00:00,5,6.6,2026-04-24 14:24:00,TRUE,FALSE,Closed,5
SR300001596,JIO10024750,Tamil Nadu,TN,Wireless,Network,Call drop,Retail store,2026-07-25 00:00:00,3,1.3,2026-07-26 07:12:00,FALSE,FALSE,Closed,3
SR300003037,JIO10017342,Madhya Pradesh & Chhattisgarh,MP,Wireless,Billing,Recharge not credited,Web,2026-06-14 00:00:00,5,0.4,2026-06-14 09:36:00,FALSE,TRUE,Closed,5
SR300011182,JIO10006268,Delhi NCR,DL,Wireless,Network,Slow data,MyJio app,2026-03-26 00:00:00,3,6.3,2026-04-01 07:12:00,TRUE,FALSE,Closed,3
SR300003038,JIO10013471,Madhya Pradesh & Chhattisgarh,MP,Wireless,Network,Slow data,Call centre,2026-04-24 00:00:00,3,2.4,2026-04-26 09:36:00,FALSE,FALSE,Closed,2
SR300000024,JIO10037172,Andhra Pradesh & Telangana,AP,Wireless,Billing,Refund pending,MyJio app,2026-05-27 00:00:00,5,2.5,2026-05-29 12:00:00,FALSE,TRUE,Closed,3
SR300006891,JIO10009643,Andhra Pradesh & Telangana,AP,Wireless,Billing,Plan mismatch,Call centre,2026-08-20 00:00:00,5,13.2,2026-09-02 04:48:00,TRUE,FALSE,Closed,4
SR300010665,JIO10039480,Gujarat,GJ,JioAirFiber,Device,Router fault,Web,2026-04-14 00:00:00,4,2.9,2026-04-16 21:36:00,FALSE,FALSE,Closed,4
SR300007833,JIO10001660,Gujarat,GJ,Wireless,Billing,Recharge not credited,MyJio app,2026-07-24 00:00:00,5,2.8,2026-07-26 19:12:00,FALSE,FALSE,Closed,3
SR300012240,JIO10021983,Tamil Nadu,TN,Wireless,Provisioning,Activation failure,MyJio app,2026-07-30 00:00:00,7,25.2,2026-08-24 04:48:00,TRUE,FALSE,Closed,3
SR300012872,JIO10042723,Andhra Pradesh & Telangana,AP,JioAirFiber,Provisioning,Installation delay,WhatsApp,2026-05-24 00:00:00,7,6.6,2026-05-30 14:24:00,FALSE,FALSE,Closed,5
SR300012642,JIO10045462,Kolkata,KO,JioAirFiber,Provisioning,Relocation pending,Call centre,2026-04-11 00:00:00,7,18.1,2026-04-29 02:24:00,TRUE,TRUE,Closed,4
SR300011304,JIO10034227,Delhi NCR,DL,Wireless,Device,eSIM activation,Web,2026-08-23 00:00:00,4,,,TRUE,FALSE,Open,
SR300005594,JIO10009564,Uttar Pradesh East,UPE,Wireless,Billing,Incorrect charge,Retail store,2026-07-24 00:00:00,5,1,2026-07-25 00:00:00,FALSE,FALSE,Closed,5
SR300004738,JIO10055985,West Bengal,WB,Wireless,Network,No coverage,Retail store,2026-05-18 00:00:00,3,,,TRUE,FALSE,Open,
SR300007914,JIO10020264,Karnataka,KA,Wireless,Billing,Refund pending,WhatsApp,2026-08-01 00:00:00,5,5.7,2026-08-06 16:48:00,TRUE,FALSE,Closed,1
SR300009712,JIO10003323,Mumbai,MU,Wireless,Device,eSIM activation,MyJio app,2026-03-07 00:00:00,4,2.9,2026-03-09 21:36:00,FALSE,FALSE,Closed,5
SR300006096,JIO10050784,Uttar Pradesh West,UPW,Wireless,Device,SIM replacement,Web,2026-03-15 00:00:00,4,5,2026-03-20 00:00:00,TRUE,FALSE,Closed,1
SR300006287,JIO10011301,Rajasthan,RJ,Wireless,Billing,Refund pending,MyJio app,2026-07-27 00:00:00,5,6,2026-08-02 00:00:00,TRUE,FALSE,Closed,4
SR300013986,JIO10019202,Delhi NCR,DL,Wireless,Network,No coverage,MyJio app,2026-05-16 00:00:00,3,4.3,2026-05-20 07:12:00,TRUE,FALSE,Closed,5
SR300008672,JIO10024498,Kerala,KL,JioFiber,Provisioning,Installation delay,MyJio app,2026-08-24 00:00:00,7,4.1,2026-08-28 02:24:00,FALSE,TRUE,Closed,1
SR300007971,JIO10060319,Tamil Nadu,TN,Wireless,Device,eSIM activation,Call centre,2026-06-20 00:00:00,4,2.3,2026-06-22 07:12:00,FALSE,FALSE,Closed,3
SR300002802,JIO10034699,Karnataka,KA,Wireless,Network,No coverage,Retail store,2026-04-28 00:00:00,3,10.2,2026-05-08 04:48:00,TRUE,FALSE,Closed,5
SR300003666,JIO10056460,Uttar Pradesh East,UPE,Wireless,Provisioning,Activation failure,MyJio app,2026-07-17 00:00:00,7,,,TRUE,FALSE,Open,
SR300012400,JIO10019094,Punjab,PB,JioFiber,Provisioning,Engineer no-show,WhatsApp,2026-05-27 00:00:00,7,,,TRUE,TRUE,Open,
SR300006957,JIO10014872,Andhra Pradesh & Telangana,AP,JioFiber,Provisioning,Installation delay,Call centre,2026-07-11 00:00:00,7,1.4,2026-07-12 09:36:00,FALSE,FALSE,Closed,3
SR300002712,JIO10055112,Bihar & Jharkhand,BH,Wireless,Provisioning,Activation failure,MyJio app,2026-07-02 00:00:00,7,32.2,2026-08-03 04:48:00,TRUE,FALSE,Closed,4
SR300013277,JIO10018486,Maharashtra & Goa,MH,Wireless,Service,Port-out enquiry,Call centre,2026-04-25 00:00:00,4,2.4,2026-04-27 09:36:00,FALSE,FALSE,Closed,2
SR300008383,JIO10023716,Uttar Pradesh East,UPE,Wireless,Device,SIM replacement,Call centre,2026-07-11 00:00:00,4,6.4,2026-07-17 09:36:00,TRUE,TRUE,Closed,3
SR300013549,JIO10037872,Rajasthan,RJ,JioAirFiber,Provisioning,Installation delay,MyJio app,2026-03-21 00:00:00,7,,,TRUE,TRUE,Open,
SR300001802,JIO10045881,Uttar Pradesh East,UPE,Wireless,Network,Slow data,MyJio app,2026-04-01 00:00:00,3,1.7,2026-04-02 16:48:00,FALSE,FALSE,Closed,4
SR300004190,JIO10022125,Madhya Pradesh & Chhattisgarh,MP,Wireless,Service,Plan change request,WhatsApp,2026-06-19 00:00:00,4,2.7,2026-06-21 16:48:00,FALSE,FALSE,Closed,3
SR300005494,JIO10001198,Kolkata,KO,Wireless,Billing,Recharge not credited,MyJio app,2026-04-09 00:00:00,5,1.1,2026-04-10 02:24:00,FALSE,FALSE,Closed,1
SR300006157,JIO10008532,Karnataka,KA,Wireless,Billing,Plan mismatch,WhatsApp,2026-08-17 00:00:00,5,,,TRUE,TRUE,Open,
SR300012747,JIO10051233,Delhi NCR,DL,Wireless,Network,No coverage,MyJio app,2026-06-02 00:00:00,3,4.7,2026-06-06 16:48:00,TRUE,FALSE,Closed,3
SR300005338,JIO10039137,Tamil Nadu,TN,Wireless,Device,SIM replacement,WhatsApp,2026-06-22 00:00:00,4,6.3,2026-06-28 07:12:00,TRUE,TRUE,Closed,4
SR300006219,JIO10053159,Rajasthan,RJ,Wireless,Billing,Recharge not credited,MyJio app,2026-07-02 00:00:00,5,1.9,2026-07-03 21:36:00,FALSE,FALSE,Closed,3
SR300000211,JIO10034571,Rajasthan,RJ,Wireless,Billing,Incorrect charge,Retail store,2026-03-31 00:00:00,5,4.8,2026-04-04 19:12:00,FALSE,FALSE,Closed,2
SR300001428,JIO10003045,West Bengal,WB,Wireless,Network,5G not available,Call centre,2026-05-01 00:00:00,3,4.1,2026-05-05 02:24:00,TRUE,FALSE,Closed,4
SR300000882,JIO10050498,Madhya Pradesh & Chhattisgarh,MP,Wireless,Service,Plan change request,Retail store,2026-07-09 00:00:00,4,6.7,2026-07-15 16:48:00,TRUE,FALSE,Closed,5
SR300012781,JIO10001941,Karnataka,KA,Wireless,Billing,Refund pending,Web,2026-04-22 00:00:00,5,6.6,2026-04-28 14:24:00,TRUE,TRUE,Closed,1
SR300004017,JIO10026730,Haryana,HR,Wireless,Network,No coverage,Retail store,2026-03-11 00:00:00,3,4.5,2026-03-15 12:00:00,TRUE,FALSE,Closed,5
SR300007650,JIO10014822,Haryana,HR,Wireless,Billing,Plan mismatch,MyJio app,2026-04-09 00:00:00,5,,,TRUE,FALSE,Open,
SR300007702,JIO10037150,Tamil Nadu,TN,Wireless,Network,Call drop,Retail store,2026-06-05 00:00:00,3,2.3,2026-06-07 07:12:00,FALSE,TRUE,Closed,3
SR300008211,JIO10048212,Andhra Pradesh & Telangana,AP,JioFiber,Device,Router fault,Retail store,2026-03-14 00:00:00,4,5.6,2026-03-19 14:24:00,TRUE,FALSE,Closed,1
SR300011574,JIO10036135,Uttar Pradesh East,UPE,Wireless,Service,Port-out enquiry,MyJio app,2026-05-07 00:00:00,4,1.1,2026-05-08 02:24:00,FALSE,FALSE,Closed,3
SR300000139,JIO10055396,Bihar & Jharkhand,BH,Wireless,Billing,Incorrect charge,Web,2026-07-15 00:00:00,5,1.4,2026-07-16 09:36:00,FALSE,FALSE,Closed,2
SR300008785,JIO10061605,Uttar Pradesh West,UPW,Wireless,Device,SIM replacement,Call centre,2026-08-12 00:00:00,4,2.5,2026-08-14 12:00:00,FALSE,FALSE,Closed,5
SR300001616,JIO10049949,Bihar & Jharkhand,BH,Wireless,Billing,Recharge not credited,MyJio app,2026-08-01 00:00:00,5,11.8,2026-08-12 19:12:00,TRUE,FALSE,Closed,4
SR300005454,JIO10035023,Gujarat,GJ,Wireless,Network,Slow data,MyJio app,2026-03-31 00:00:00,3,1.7,2026-04-01 16:48:00,FALSE,TRUE,Closed,4
