site_id,circle,circle_code,zone,pin_code,technology,subscribers_served,prb_utilisation_pct,avg_sinr_db,drop_call_rate_pct,avg_throughput_mbps,congestion_flag,backhaul
SITE0400056,Madhya Pradesh & Chhattisgarh,MP,North,246407,4G LTE,37905,69.1,6.8,0.41,1.5,FALSE,Microwave
SITE0403342,Madhya Pradesh & Chhattisgarh,MP,North,125240,4G LTE,34160,93.9,6.8,0.12,31.3,TRUE,Microwave
SITE0400647,Gujarat,GJ,West,741575,5G SA,35005,36.6,8.2,0.24,36.5,FALSE,Fibre
SITE0403624,Karnataka,KA,South,506758,4G LTE,5758,55.4,10.2,0.51,27.8,FALSE,Fibre
SITE0401776,Bihar & Jharkhand,BH,East,310989,4G LTE,19476,44.2,11,0.9,88.9,FALSE,Fibre
SITE0403199,Rajasthan,RJ,North,385628,5G SA,30076,58.9,7.6,1.55,97.4,FALSE,Fibre
SITE0400518,Maharashtra & Goa,MH,West,736405,4G LTE,32796,55.4,6.8,0.32,61.8,FALSE,Fibre
SITE0400483,Maharashtra & Goa,MH,West,368987,4G LTE,8728,25.5,12.3,0.31,44.4,FALSE,Fibre
SITE0400270,Madhya Pradesh & Chhattisgarh,MP,North,844942,5G SA,12297,43.7,12.6,0.67,65.7,FALSE,Fibre
SITE0400690,Delhi NCR,DL,North,215465,4G LTE,6627,33.4,9.3,0.47,70.1,FALSE,Fibre
SITE0400572,Rajasthan,RJ,North,821098,5G SA,11176,25.3,10,1.38,113.2,FALSE,Fibre
SITE0401016,Maharashtra & Goa,MH,West,784238,5G NSA,37590,34.1,17.7,0.36,52,FALSE,Fibre
SITE0401195,Rajasthan,RJ,North,585635,5G SA,2255,29.4,12.4,0.56,96.3,FALSE,Fibre
SITE0403043,Kerala,KL,South,395667,4G LTE,16436,63.4,13.9,0.39,86.9,FALSE,Fibre
SITE0402989,Madhya Pradesh & Chhattisgarh,MP,North,459793,4G LTE,34163,54.3,12.6,1.97,68.4,FALSE,Fibre
SITE0403073,Jammu & Kashmir,JK,North,258547,5G SA,20028,75.4,13.9,0.19,42.7,TRUE,Fibre
SITE0403841,North East,NE,East,365513,5G SA,9138,79.4,8.9,1.35,157.8,TRUE,Fibre
SITE0401621,Assam,AS,East,655478,5G SA,28496,78.3,9.1,0.13,37.9,TRUE,Fibre
SITE0401311,Uttar Pradesh East,UPE,North,834599,4G LTE,2767,43.9,6.6,0.63,89.8,FALSE,Microwave
SITE0402938,Gujarat,GJ,West,617637,4G LTE,29494,68.7,4,0.18,86.3,FALSE,Fibre
SITE0401240,Gujarat,GJ,West,716150,4G LTE,13422,33.4,10.4,0.58,105.4,FALSE,Fibre
SITE0400554,Uttar Pradesh West,UPW,North,256174,5G SA,21970,44.7,14.2,1.45,69.1,FALSE,Fibre
SITE0401677,Kerala,KL,South,384335,4G LTE,16250,36.1,11.6,0.26,41.1,FALSE,Fibre
SITE0401456,Madhya Pradesh & Chhattisgarh,MP,North,255596,5G NSA,27953,16.6,13.3,0.16,102.6,FALSE,Fibre
SITE0402976,Bihar & Jharkhand,BH,East,322233,4G LTE,29460,83.4,-1.3,0.04,84.5,TRUE,Microwave
SITE0402033,Haryana,HR,North,711834,5G SA,2124,53.2,14.3,0.18,51,FALSE,Microwave
SITE0403683,Rajasthan,RJ,North,163682,4G LTE,3559,41.5,13.5,1.15,67.1,FALSE,Fibre
SITE0401609,West Bengal,WB,East,542906,5G SA,35084,71.6,16.1,0.49,62.8,FALSE,Fibre
SITE0401823,Tamil Nadu,TN,South,710216,5G SA,34375,24.9,13,0.66,62.6,FALSE,Microwave
SITE0402487,Delhi NCR,DL,North,321539,5G SA,34702,50.1,9.9,0.14,58.7,FALSE,Fibre
SITE0402705,Karnataka,KA,South,504648,4G LTE,21904,51.2,19.3,0.53,84.1,FALSE,Fibre
SITE0400025,Gujarat,GJ,West,350628,4G LTE,42146,23.7,3.5,0.33,86,FALSE,Fibre
SITE0403348,Maharashtra & Goa,MH,West,526323,5G SA,25512,51.9,4.1,0.47,60.8,FALSE,Fibre
SITE0400960,Rajasthan,RJ,North,441485,5G SA,40209,58,11.1,0.78,136.4,FALSE,Fibre
SITE0403090,Punjab,PB,North,407398,5G SA,12009,30.1,6.8,0.48,100.7,FALSE,Fibre
SITE0401724,Tamil Nadu,TN,South,845887,5G SA,15352,5.4,14.2,0.2,111.1,FALSE,Fibre
SITE0403145,Kerala,KL,South,702418,4G LTE,18587,37.6,14.7,0.56,71.2,FALSE,Fibre
SITE0402977,Kolkata,KO,East,246262,4G LTE,7255,65.5,15.2,0.6,61.7,FALSE,Fibre
SITE0402403,Jammu & Kashmir,JK,North,568851,5G NSA,23706,42.5,8.8,0.1,57.1,FALSE,Fibre
SITE0402598,Rajasthan,RJ,North,346649,5G SA,40078,18.4,11.8,0.02,60.9,FALSE,Fibre
SITE0402610,Kerala,KL,South,731084,5G SA,8758,14.5,8.7,0.95,125.3,FALSE,Fibre
SITE0401553,Karnataka,KA,South,114394,5G NSA,30277,18.3,7.9,0.24,126.3,FALSE,Microwave
SITE0402773,Uttar Pradesh East,UPE,North,452689,4G LTE,6456,56.2,15.1,0.79,100.1,FALSE,Fibre
SITE0401160,Tamil Nadu,TN,South,508965,4G LTE,34922,60.4,10.9,0.12,89.9,FALSE,Fibre
SITE0403733,Punjab,PB,North,296915,5G SA,6051,40.3,2.7,0.35,74.8,FALSE,Microwave
SITE0401784,Uttar Pradesh East,UPE,North,203510,5G SA,7494,78.4,8.6,1.37,84.5,TRUE,Fibre
SITE0400570,Bihar & Jharkhand,BH,East,153099,5G SA,9159,52.6,1.9,0.71,93.8,FALSE,Fibre
SITE0401702,Gujarat,GJ,West,150904,5G SA,1994,48.5,6.7,0.9,21.7,FALSE,Fibre
SITE0403116,West Bengal,WB,East,346182,5G SA,4921,55.3,4.9,2.18,99.4,FALSE,Fibre
SITE0402535,Mumbai,MU,West,124946,5G SA,40775,35.7,12.2,0.15,1.5,FALSE,Fibre
SITE0401366,Tamil Nadu,TN,South,167500,5G SA,15607,36.9,6.7,0.9,120,FALSE,Fibre
SITE0400885,Karnataka,KA,South,735846,5G SA,8742,32.5,8.9,0.22,61.8,FALSE,Fibre
SITE0403506,Kerala,KL,South,444824,5G SA,41556,28.9,6,0.64,102.4,FALSE,Fibre
SITE0400029,Uttar Pradesh East,UPE,North,751746,5G SA,30462,13.2,4.8,1.55,44.3,FALSE,Fibre
SITE0403479,Uttar Pradesh East,UPE,North,370869,5G SA,23704,20.4,14.7,0.29,80,FALSE,Fibre
SITE0403791,Mumbai,MU,West,187722,4G LTE,32445,56.8,10.7,0.67,114.1,FALSE,Fibre
SITE0400302,Karnataka,KA,South,166515,5G NSA,38550,45,13.2,0.11,61.2,FALSE,Fibre
SITE0401617,Kerala,KL,South,739234,5G SA,24575,44.2,-2,0.15,144.4,FALSE,Fibre
SITE0402909,Gujarat,GJ,West,529048,4G LTE,9024,77.4,2.5,0.76,54.5,TRUE,Fibre
SITE0400956,Tamil Nadu,TN,South,203727,4G LTE,39642,36.5,2.8,0.16,87.9,FALSE,Fibre
SITE0402978,Tamil Nadu,TN,South,468324,5G SA,23608,68.7,7.8,1.05,68.2,FALSE,Fibre
SITE0400905,Karnataka,KA,South,306803,5G NSA,21239,11.7,14.8,0.12,164.6,FALSE,Fibre
SITE0403100,West Bengal,WB,East,152984,4G LTE,21344,32,6.8,0.11,120.1,FALSE,Fibre
SITE0402573,Rajasthan,RJ,North,819751,5G NSA,31695,60.1,12.5,0.2,27.1,FALSE,Fibre
SITE0401624,Odisha,OR,East,364488,5G SA,19546,57.9,12.2,0.42,32.9,FALSE,Microwave
SITE0403185,Delhi NCR,DL,North,129256,4G LTE,23448,33.1,10.2,0.3,1.5,FALSE,Fibre
SITE0400808,Madhya Pradesh & Chhattisgarh,MP,North,478282,5G SA,24366,57.5,-1.5,0.4,110.2,FALSE,Fibre
SITE0400101,West Bengal,WB,East,297558,5G SA,8099,39,9.6,0.74,112.9,FALSE,Fibre
SITE0401055,Kolkata,KO,East,165802,5G SA,3438,68.3,12.7,0.76,73.3,FALSE,Microwave
SITE0401438,Uttar Pradesh West,UPW,North,459894,5G SA,6152,17,11.7,1.38,108.1,FALSE,Fibre
SITE0401599,Gujarat,GJ,West,766933,4G LTE,7591,57.4,8.9,0.41,80.7,FALSE,Microwave
SITE0400032,Uttar Pradesh East,UPE,North,502675,4G LTE,13222,10.4,9.3,0.72,100.8,FALSE,Fibre
SITE0402607,North East,NE,East,792250,5G SA,9223,35.6,6.5,0.18,96.9,FALSE,Fibre
SITE0401594,Madhya Pradesh & Chhattisgarh,MP,North,129262,5G SA,42124,36,7.8,0.59,18.1,FALSE,Fibre
SITE0401805,West Bengal,WB,East,404739,4G LTE,37867,40.5,17.8,0.46,46.5,FALSE,Fibre
SITE0400926,Punjab,PB,North,305687,5G NSA,34640,49.5,2.9,0.42,98.7,FALSE,Microwave
SITE0400793,Rajasthan,RJ,North,249991,5G NSA,29503,11.3,17.3,0.78,67.8,FALSE,Fibre
SITE0400640,Uttar Pradesh East,UPE,North,269255,4G LTE,26108,97.4,5.5,1.05,19.3,TRUE,Fibre
SITE0400443,Uttar Pradesh East,UPE,North,174973,4G LTE,21710,44.6,5.9,0.42,58.2,FALSE,Fibre
SITE0402429,Mumbai,MU,West,281007,5G SA,14098,19.2,11,0.72,158.7,FALSE,Fibre
SITE0403218,Mumbai,MU,West,800253,4G LTE,15451,37,9.7,0.2,45.2,FALSE,Fibre
SITE0402474,Haryana,HR,North,572221,4G LTE,7663,37.2,2.8,0.57,135.6,FALSE,Fibre
SITE0401740,Kolkata,KO,East,404411,5G NSA,13196,68.4,5.1,0.44,101,FALSE,Fibre
SITE0403047,Uttar Pradesh West,UPW,North,837402,4G LTE,28761,24.7,17.5,0.98,56.5,FALSE,Fibre
SITE0403235,Himachal Pradesh,HP,North,470133,5G NSA,39645,65.6,8.1,0.75,37.2,FALSE,Fibre
SITE0402354,Karnataka,KA,South,578597,4G LTE,40689,8,11.1,0.35,100.7,FALSE,Microwave
SITE0401458,Odisha,OR,East,584867,5G NSA,3370,38.8,6.7,0.11,97.3,FALSE,Microwave
SITE0400738,Kolkata,KO,East,413194,5G NSA,18011,15.7,4.4,0.36,125.5,FALSE,Microwave
SITE0403783,Mumbai,MU,West,825548,5G SA,33781,32.4,22,0.21,113,FALSE,Microwave
SITE0402998,Uttar Pradesh East,UPE,North,148739,5G NSA,12282,63.5,11.2,0.21,25.6,FALSE,Microwave
SITE0401796,Uttar Pradesh East,UPE,North,368513,4G LTE,39373,50.9,0.1,0.67,105.7,FALSE,Fibre
SITE0400977,Tamil Nadu,TN,South,729466,5G NSA,13517,37.6,7.4,0.41,109.9,FALSE,Microwave
SITE0401966,Uttar Pradesh East,UPE,North,324552,5G SA,19704,93.5,2.1,1.4,39.6,TRUE,Fibre
SITE0401607,Tamil Nadu,TN,South,470062,5G SA,13970,49.1,8.3,0.3,63.9,FALSE,Fibre
SITE0402436,Gujarat,GJ,West,253908,4G LTE,10229,72.3,2.1,0.15,95,FALSE,Microwave
SITE0402418,Uttar Pradesh East,UPE,North,809929,5G SA,26171,4,15,0.39,97.4,FALSE,Fibre
SITE0401804,Punjab,PB,North,774177,4G LTE,42343,45.6,3.1,0.32,40.5,FALSE,Microwave
SITE0403749,Delhi NCR,DL,North,845533,4G LTE,34902,29.5,16.3,0.07,81.6,FALSE,Fibre
SITE0403577,Gujarat,GJ,West,702184,4G LTE,19829,24.8,14.2,0.64,13.9,FALSE,Fibre
SITE0402374,Andhra Pradesh & Telangana,AP,South,517671,4G LTE,5730,45.9,8.9,0.57,146.5,FALSE,Fibre
SITE0403714,Madhya Pradesh & Chhattisgarh,MP,North,621110,4G LTE,31007,48.6,9.1,0.44,120.7,FALSE,Fibre
SITE0400362,Uttar Pradesh East,UPE,North,517756,4G LTE,12860,74.9,11.6,1.29,32.8,TRUE,Microwave
SITE0402453,Delhi NCR,DL,North,343048,4G LTE,14603,43.8,13.3,0.14,105.7,FALSE,Fibre
SITE0401753,Kolkata,KO,East,643136,4G LTE,6457,43.2,11.4,0.92,63.4,FALSE,Fibre
SITE0401411,Karnataka,KA,South,843218,4G LTE,7973,57.6,14.5,0.34,80.4,FALSE,Fibre
SITE0400633,Uttar Pradesh West,UPW,North,259628,4G LTE,42056,92.1,9.3,0.66,85.4,TRUE,Fibre
SITE0400949,Bihar & Jharkhand,BH,East,553884,5G SA,12065,69.9,16.8,0.14,107.4,FALSE,Fibre
SITE0403315,Karnataka,KA,South,298115,4G LTE,35982,21,5.3,0.38,109.1,FALSE,Fibre
SITE0402744,Punjab,PB,North,760192,4G LTE,38646,54.9,9.1,0.23,47.7,FALSE,Microwave
SITE0403265,Rajasthan,RJ,North,599989,5G SA,26244,18,10.9,0.67,66.5,FALSE,Fibre
SITE0401706,West Bengal,WB,East,163733,4G LTE,14575,64.4,19.1,0.98,44.2,FALSE,Fibre
SITE0401942,Uttar Pradesh East,UPE,North,581190,4G LTE,28009,92.6,0.3,0.9,87.4,TRUE,Fibre
SITE0402286,West Bengal,WB,East,724387,5G SA,14459,45.8,10.2,0.21,58.7,FALSE,Fibre
SITE0400526,Haryana,HR,North,320113,4G LTE,30050,62.3,13.4,0.39,74.8,FALSE,Fibre
SITE0400112,Uttar Pradesh East,UPE,North,569739,4G LTE,24846,64.4,10.6,1.14,40,FALSE,Microwave
SITE0401537,Tamil Nadu,TN,South,440256,5G NSA,31805,41.7,7.1,0.92,52.2,FALSE,Fibre
SITE0400907,Andhra Pradesh & Telangana,AP,South,637137,4G LTE,10046,29.7,13.2,0.85,114.5,FALSE,Microwave
SITE0401852,Tamil Nadu,TN,South,628355,5G SA,40896,16.2,7.7,0.15,118.9,FALSE,Fibre
SITE0402732,Odisha,OR,East,273563,5G NSA,22001,63.8,14.7,0.49,74.3,FALSE,Fibre
SITE0400781,Gujarat,GJ,West,478990,4G LTE,30433,53.6,15,0.89,74.6,FALSE,Fibre
SITE0403646,Assam,AS,East,572032,5G NSA,39074,18.6,6.7,0.36,97.7,FALSE,Fibre
SITE0402726,Odisha,OR,East,837964,5G SA,12757,13.7,13.7,1.16,27.9,FALSE,Fibre
SITE0402396,Gujarat,GJ,West,461017,4G LTE,37915,59,-0.5,0.72,54,FALSE,Fibre
SITE0402708,Rajasthan,RJ,North,592160,5G SA,29848,46.5,12.1,1,78.9,FALSE,Fibre
SITE0401359,Gujarat,GJ,West,421564,5G NSA,27219,55.9,7.6,0.46,83.5,FALSE,Fibre
SITE0401010,Tamil Nadu,TN,South,137545,4G LTE,7564,55.6,4.1,0.35,121.1,FALSE,Microwave
SITE0403068,Andhra Pradesh & Telangana,AP,South,217919,5G SA,21911,15.2,15.3,1.06,89.5,FALSE,Fibre
SITE0402144,Uttar Pradesh West,UPW,North,680958,4G LTE,35713,76.3,7.3,0.63,61.6,TRUE,Microwave
SITE0403822,Andhra Pradesh & Telangana,AP,South,323765,5G SA,34734,23.2,7.3,0.23,47.7,FALSE,Microwave
SITE0400819,Maharashtra & Goa,MH,West,334461,4G LTE,22189,34.6,12.5,0.19,93.4,FALSE,Microwave
SITE0402694,Punjab,PB,North,779306,5G NSA,21401,35.3,12.4,0.78,113.2,FALSE,Fibre
SITE0402757,Kerala,KL,South,465522,5G SA,17487,34.2,8.9,0.63,19.3,FALSE,Fibre
SITE0402209,Maharashtra & Goa,MH,West,670635,5G SA,37891,53,6.3,0.15,88.9,FALSE,Fibre
SITE0400346,Jammu & Kashmir,JK,North,795975,5G NSA,22919,51.8,12.2,0.34,136.7,FALSE,Fibre
SITE0403552,Rajasthan,RJ,North,803188,5G SA,32994,18.9,9.9,1.12,168.3,FALSE,Fibre
SITE0401376,Kerala,KL,South,342852,5G NSA,34068,45.4,11.1,0.32,86.4,FALSE,Fibre
SITE0402185,Delhi NCR,DL,North,191430,5G SA,6225,42.8,19.1,1,25.1,FALSE,Fibre
SITE0400839,Kerala,KL,South,610149,4G LTE,4602,44.2,8.2,0.37,91.3,FALSE,Fibre
SITE0403140,Delhi NCR,DL,North,445836,5G NSA,34470,39.2,2.8,0.83,80.6,FALSE,Fibre
SITE0400802,Karnataka,KA,South,716108,4G LTE,8193,26.9,11.4,0.5,77.9,FALSE,Microwave
SITE0400588,Kolkata,KO,East,380125,4G LTE,3017,27.3,11.7,0.43,106.3,FALSE,Fibre
SITE0403456,Maharashtra & Goa,MH,West,286189,4G LTE,29404,46.8,6.3,0.21,131.9,FALSE,Fibre
SITE0403842,Madhya Pradesh & Chhattisgarh,MP,North,839305,5G NSA,38603,96.8,3.1,0.19,72.8,TRUE,Microwave
SITE0403678,Delhi NCR,DL,North,546197,5G SA,33287,39.1,6.5,1.29,75.9,FALSE,Fibre
SITE0403521,Rajasthan,RJ,North,573916,4G LTE,31409,47,4.8,0.4,87.8,FALSE,Microwave
SITE0401264,Karnataka,KA,South,327281,5G SA,10586,34.1,11,0.75,146,FALSE,Microwave
SITE0400681,West Bengal,WB,East,149644,5G SA,8937,25.4,18.5,0.29,100.9,FALSE,Fibre
SITE0402161,Kerala,KL,South,342527,4G LTE,10716,11.2,17,0.89,70.2,FALSE,Fibre
SITE0401506,Maharashtra & Goa,MH,West,243992,4G LTE,9064,42.6,12.1,0.13,13.1,FALSE,Fibre
SITE0402120,Assam,AS,East,688866,5G NSA,10256,70.4,11.2,1.19,35.3,FALSE,Microwave
SITE0403151,Maharashtra & Goa,MH,West,570009,5G SA,35237,64.3,7.5,0.18,50.6,FALSE,Fibre
SITE0403284,Uttar Pradesh East,UPE,North,272122,4G LTE,20905,74.4,5.8,0.25,64.9,TRUE,Fibre
SITE0401121,Maharashtra & Goa,MH,West,670234,5G SA,7779,43.1,3.6,0.5,68.9,FALSE,Fibre
SITE0401831,Assam,AS,East,157549,5G NSA,4892,31.9,15.9,0.89,101.2,FALSE,Fibre
SITE0400849,Bihar & Jharkhand,BH,East,601740,5G NSA,31426,86.8,7.9,0.87,66.3,TRUE,Fibre
SITE0402228,Uttar Pradesh East,UPE,North,849236,5G NSA,13701,34.6,19.4,0.07,78.6,FALSE,Fibre
SITE0400660,Rajasthan,RJ,North,502152,5G NSA,38463,28.2,8.1,1.54,84.5,FALSE,Fibre
SITE0401829,Andhra Pradesh & Telangana,AP,South,333629,5G SA,14910,40.5,8.3,0.03,55.4,FALSE,Fibre
SITE0401445,Rajasthan,RJ,North,183258,4G LTE,37065,29.2,14.9,0.64,136.8,FALSE,Fibre
SITE0402588,Mumbai,MU,West,833571,5G NSA,17492,5.9,16,0.3,118.3,FALSE,Fibre
SITE0400068,Andhra Pradesh & Telangana,AP,South,396713,4G LTE,15704,46.1,6.3,0.51,54.1,FALSE,Microwave
SITE0402638,Andhra Pradesh & Telangana,AP,South,702098,4G LTE,13684,10.5,12.5,0.27,152.6,FALSE,Microwave
SITE0403270,Odisha,OR,East,418927,5G SA,41399,19.3,19.6,0.83,125.3,FALSE,Fibre
SITE0403519,Maharashtra & Goa,MH,West,522626,5G SA,42480,8.9,19.1,0.7,91.2,FALSE,Microwave
SITE0403803,Uttar Pradesh West,UPW,North,765456,4G LTE,13351,61.8,10.4,0.82,65.4,FALSE,Microwave
SITE0400746,Odisha,OR,East,207734,5G SA,21940,47.5,10.1,0.25,54.6,FALSE,Fibre
SITE0400388,Tamil Nadu,TN,South,565438,4G LTE,20151,9.9,8.2,0.55,130.7,FALSE,Fibre
SITE0402001,Uttar Pradesh East,UPE,North,741344,5G NSA,36960,35.3,4.3,1.22,130.8,FALSE,Microwave
SITE0400328,Gujarat,GJ,West,580218,5G SA,28503,38,5.7,0.28,91,FALSE,Fibre
SITE0400898,Uttar Pradesh East,UPE,North,821403,4G LTE,18581,26.2,11.5,1.67,60.8,FALSE,Fibre
SITE0403823,Andhra Pradesh & Telangana,AP,South,266506,5G SA,30283,60.2,14.7,0.16,63.8,FALSE,Fibre
SITE0401017,Madhya Pradesh & Chhattisgarh,MP,North,602702,5G SA,20129,16.2,8.1,1.06,121.4,FALSE,Microwave
SITE0401937,Gujarat,GJ,West,310205,4G LTE,40542,65.4,2.4,0.75,75.7,FALSE,Fibre
SITE0402233,Assam,AS,East,140299,5G SA,4416,49.5,9,0.24,19.8,FALSE,Microwave
SITE0402325,Madhya Pradesh & Chhattisgarh,MP,North,475212,4G LTE,34842,26,10.1,0.62,131.9,FALSE,Microwave
SITE0401931,Maharashtra & Goa,MH,West,780330,5G NSA,19957,60.8,6.4,0.22,74.5,FALSE,Fibre
SITE0401549,Tamil Nadu,TN,South,348337,5G SA,23600,35.9,7.6,0.2,100.3,FALSE,Microwave
SITE0401433,Gujarat,GJ,West,607892,4G LTE,39372,33.5,10.1,0.55,126,FALSE,Fibre
SITE0401251,Delhi NCR,DL,North,756911,5G NSA,39589,20.1,11.4,0.23,84.2,FALSE,Fibre
SITE0401651,Karnataka,KA,South,594718,5G NSA,24865,34.2,9.5,0.05,78.5,FALSE,Fibre
SITE0402994,Rajasthan,RJ,North,498449,4G LTE,33857,20.7,15,0.27,99,FALSE,Fibre
SITE0401407,Mumbai,MU,West,766107,4G LTE,7887,41.9,4.2,0.25,100.3,FALSE,Fibre
SITE0402126,Uttar Pradesh East,UPE,North,682994,5G NSA,14790,87,4.6,0.23,57.5,TRUE,Fibre
SITE0403771,Maharashtra & Goa,MH,West,711640,4G LTE,33211,18.1,15.1,0.68,124.2,FALSE,Fibre
SITE0400307,Gujarat,GJ,West,436198,5G SA,27497,20.4,5.4,0.09,80.6,FALSE,Microwave
SITE0403458,Madhya Pradesh & Chhattisgarh,MP,North,334020,5G NSA,19810,99,2.7,0.62,24.3,TRUE,Fibre
SITE0402287,Rajasthan,RJ,North,715918,4G LTE,41602,16.3,15.7,0.03,168.7,FALSE,Fibre
SITE0403437,Tamil Nadu,TN,South,572486,5G SA,36625,57.8,8.3,0.18,94.9,FALSE,Fibre
SITE0402388,Gujarat,GJ,West,797348,4G LTE,17751,35.5,8.7,0.13,29.1,FALSE,Fibre
SITE0401265,Kolkata,KO,East,193978,5G NSA,5107,28.1,18.3,0.21,134.1,FALSE,Fibre
SITE0403766,Gujarat,GJ,West,774953,5G SA,20686,62,6.3,0.86,140.5,FALSE,Microwave
SITE0400198,Himachal Pradesh,HP,North,568327,5G SA,41953,37.5,0.8,0.33,138,FALSE,Fibre
SITE0401583,Andhra Pradesh & Telangana,AP,South,669331,4G LTE,11035,48.6,3,0.22,109.7,FALSE,Fibre
SITE0403613,Andhra Pradesh & Telangana,AP,South,449613,4G LTE,7756,32.6,12.3,0.47,172.1,FALSE,Microwave
SITE0401325,Maharashtra & Goa,MH,West,290525,5G SA,10162,31.8,11.5,0.13,78.3,FALSE,Fibre
SITE0403738,Uttar Pradesh East,UPE,North,683856,4G LTE,29558,41.3,17,0.98,51.1,FALSE,Fibre
SITE0402765,Bihar & Jharkhand,BH,East,335825,5G SA,32671,20.4,14.2,0.38,96.8,FALSE,Fibre
SITE0402825,Kolkata,KO,East,629055,5G SA,20862,43.3,10.2,0.65,81.4,FALSE,Fibre
SITE0402882,Bihar & Jharkhand,BH,East,817941,4G LTE,29530,65.8,11.6,0.04,14.9,FALSE,Fibre
SITE0400514,West Bengal,WB,East,116415,5G SA,33412,39.8,14.5,0.46,88.6,FALSE,Microwave
SITE0400704,Uttar Pradesh East,UPE,North,681815,5G NSA,2410,36.6,18.6,1.04,34.8,FALSE,Fibre
SITE0403763,Gujarat,GJ,West,423393,5G SA,25287,28.4,11.3,0.32,95,FALSE,Microwave
SITE0402810,Punjab,PB,North,235955,5G SA,38375,17.9,9.7,0.51,115.7,FALSE,Fibre
SITE0400900,Bihar & Jharkhand,BH,East,677508,4G LTE,20508,25.4,12,0.74,95,FALSE,Microwave
SITE0400794,Uttar Pradesh East,UPE,North,345202,5G SA,31784,25.4,6.7,0.13,20.9,FALSE,Fibre
SITE0402505,Bihar & Jharkhand,BH,East,852214,5G SA,14134,16.3,4.7,0.84,118.1,FALSE,Fibre
SITE0402291,Maharashtra & Goa,MH,West,775880,5G NSA,2836,47.2,14.5,1.39,113.7,FALSE,Fibre
SITE0400170,Bihar & Jharkhand,BH,East,362503,5G NSA,34398,29.9,17.6,0.17,89.1,FALSE,Fibre
SITE0401978,Karnataka,KA,South,417533,5G SA,36661,42.9,4.9,0.42,100.5,FALSE,Fibre
SITE0401941,Tamil Nadu,TN,South,446431,5G NSA,38062,72.3,13.5,0.4,90.4,FALSE,Fibre
SITE0401847,Gujarat,GJ,West,574202,4G LTE,20867,55.8,8.1,0.75,50.4,FALSE,Fibre
SITE0400700,Gujarat,GJ,West,836473,5G SA,41965,31.8,11.9,0.47,135.3,FALSE,Fibre
SITE0400908,Haryana,HR,North,606844,4G LTE,16046,46.3,8,0.24,87.9,FALSE,Microwave
SITE0402743,Assam,AS,East,314377,4G LTE,26621,9.3,16.5,0.22,123.8,FALSE,Fibre
SITE0403202,Uttar Pradesh East,UPE,North,640330,4G LTE,13269,48.7,11.1,0.85,74.4,FALSE,Fibre
SITE0401528,Tamil Nadu,TN,South,584355,4G LTE,3900,17.2,17.5,0.54,76.9,FALSE,Microwave
SITE0403313,Haryana,HR,North,288203,5G NSA,21555,33.9,9.9,0.27,115,FALSE,Fibre
SITE0400444,Maharashtra & Goa,MH,West,516497,5G NSA,19486,59.2,7.9,0.48,119.7,FALSE,Fibre
SITE0403350,Madhya Pradesh & Chhattisgarh,MP,North,329360,4G LTE,25156,65.4,8.5,0.29,68.2,FALSE,Fibre
SITE0401302,Karnataka,KA,South,624982,4G LTE,16973,42.6,9.4,0.6,52.6,FALSE,Fibre
SITE0401797,Madhya Pradesh & Chhattisgarh,MP,North,307706,4G LTE,2044,71.7,1.6,0.94,98.4,FALSE,Fibre
SITE0402454,Punjab,PB,North,455041,4G LTE,37907,64.9,10.4,0.31,78.2,FALSE,Fibre
SITE0403650,Madhya Pradesh & Chhattisgarh,MP,North,365870,4G LTE,34346,38.1,14.4,1.09,65,FALSE,Fibre
SITE0402663,Haryana,HR,North,637694,5G NSA,22306,23,6.5,0.23,105.4,FALSE,Fibre
SITE0401925,Karnataka,KA,South,742866,5G SA,36293,9.3,10.8,0.1,92.6,FALSE,Fibre
SITE0401173,Maharashtra & Goa,MH,West,755903,4G LTE,12200,27.6,6.4,1.3,120.3,FALSE,Fibre
SITE0403102,Delhi NCR,DL,North,504251,4G LTE,27667,33.6,8.2,0.31,80.2,FALSE,Microwave
SITE0402485,Maharashtra & Goa,MH,West,135689,4G LTE,9579,66.9,8.1,0.08,93.1,FALSE,Fibre
SITE0400041,Kerala,KL,South,659587,4G LTE,11049,67.9,6.4,0.26,111.1,FALSE,Fibre
SITE0403282,Madhya Pradesh & Chhattisgarh,MP,North,704515,4G LTE,7635,51.8,7.1,0.86,104.2,FALSE,Fibre
SITE0402628,Kolkata,KO,East,809821,4G LTE,20937,65.4,7.9,0.38,113.6,FALSE,Fibre
SITE0402951,Odisha,OR,East,837473,5G SA,21448,67.7,9,0.68,80.4,FALSE,Fibre
SITE0403050,Bihar & Jharkhand,BH,East,687264,5G SA,7788,52.8,4.9,1.16,82.6,FALSE,Fibre
SITE0402687,Uttar Pradesh East,UPE,North,165054,5G NSA,6072,99,5.9,0.26,15.2,TRUE,Fibre
SITE0401394,Rajasthan,RJ,North,572257,5G SA,32757,62.9,3.4,0.44,58,FALSE,Fibre
SITE0401982,Odisha,OR,East,829372,5G SA,18661,60.6,13.4,1.3,69.3,FALSE,Fibre
SITE0400725,Haryana,HR,North,128588,5G SA,41083,59.1,12.9,0.16,62.9,FALSE,Fibre
SITE0402700,Gujarat,GJ,West,357922,4G LTE,36182,49.8,8.7,0.49,93.6,FALSE,Fibre
SITE0403598,Tamil Nadu,TN,South,735405,4G LTE,5581,59.9,9.8,0.15,49.9,FALSE,Fibre
